2025-28-3--00-23-08, 140.99, 216.30, 147.19, 137.10, 135.89, 140.99, 
2025-28-3--00-23-08, 122.87, 197.61, 137.46, 128.56, 125.47, 122.87, 
2025-28-3--00-23-08, 159.31, 189.95, 146.20, 147.01, 152.54, 159.31, 
2025-28-3--00-23-08, 159.15, 183.79, 151.38, 154.29, 157.83, 159.15, 
2025-28-3--00-23-08, 165.95, 180.22, 157.21, 161.29, 164.32, 165.95, 
2025-28-3--00-23-08, 152.34, 174.65, 155.26, 155.92, 154.74, 152.34, 
2025-28-3--00-23-08, 166.89, 173.10, 159.91, 162.50, 164.46, 166.89, 
2025-28-3--00-23-08, 168.08, 172.09, 163.18, 165.85, 167.36, 168.08, 
2025-28-3--00-23-09, 169.97, 171.67, 165.90, 168.32, 169.45, 169.97, 
2025-28-3--00-23-09, 154.50, 168.23, 161.34, 160.03, 157.49, 154.50, 
2025-28-3--00-23-09, 164.04, 167.40, 162.42, 162.43, 162.73, 164.04, 
2025-28-3--00-23-09, 158.08, 165.53, 160.68, 159.82, 159.01, 158.08, 
2025-28-3--00-23-09, 140.77, 160.58, 152.72, 148.39, 144.42, 140.77, 
2025-28-3--00-23-09, 168.47, 162.16, 159.02, 160.44, 163.66, 168.47, 
2025-28-3--00-23-09, 152.04, 160.13, 156.23, 155.40, 154.36, 152.04, 
2025-28-3--00-23-09, 148.56, 157.82, 153.16, 151.29, 149.72, 148.56, 
2025-28-3--00-23-09, 141.25, 154.50, 148.39, 145.27, 142.94, 141.25, 
2025-28-3--00-23-09, 140.22, 151.65, 145.12, 142.24, 140.76, 140.22, 
2025-28-3--00-23-10, 148.52, 151.02, 146.48, 146.01, 146.97, 148.52, 
2025-28-3--00-23-10, 165.83, 153.98, 154.22, 157.90, 162.05, 165.83, 
2025-28-3--00-23-10, 164.79, 156.14, 158.45, 162.03, 164.24, 164.79, 
2025-28-3--00-23-10, 123.87, 149.69, 144.62, 139.14, 131.94, 123.87, 
2025-28-3--00-23-10, 148.43, 149.44, 146.14, 144.71, 145.14, 148.43, 
2025-28-3--00-23-10, 145.40, 148.63, 145.85, 145.13, 145.35, 145.40, 
2025-28-3--00-23-10, 139.57, 146.82, 143.34, 141.79, 140.73, 139.57, 
2025-28-3--00-23-10, 157.87, 149.03, 149.15, 151.44, 154.44, 157.87, 
2025-28-3--00-23-10, 182.26, 155.68, 162.39, 169.93, 176.70, 182.26, 
2025-28-3--00-23-11, 181.63, 160.87, 170.09, 176.95, 180.64, 181.63, 
2025-28-3--00-23-11, 179.80, 164.65, 173.97, 178.66, 179.97, 179.80, 
2025-28-3--00-23-11, 175.83, 166.89, 174.72, 176.96, 176.66, 175.83, 
2025-28-3--00-23-11, 137.52, 161.01, 159.84, 153.29, 145.35, 137.52, 
2025-28-3--00-23-11, 1143.77, 357.57, 553.41, 747.58, 944.09, 1143.77, 
2025-28-3--00-23-11, 1128.16, 511.68, 783.31, 975.93, 1091.34, 1128.16, 
2025-28-3--00-23-11, 1131.60, 635.67, 922.63, 1069.33, 1123.55, 1131.60, 
2025-28-3--00-23-11, 1038.21, 716.18, 968.86, 1050.66, 1055.28, 1038.21, 
2025-28-3--00-23-11, 1107.18, 794.38, 1024.19, 1084.57, 1096.80, 1107.18, 
2025-28-3--00-23-11, 672.95, 770.09, 883.69, 837.60, 757.72, 672.95, 
2025-28-3--00-23-12, 1064.96, 829.07, 956.20, 974.02, 1003.51, 1064.96, 
2025-28-3--00-23-12, 1042.10, 871.67, 990.56, 1014.87, 1034.38, 1042.10, 
2025-28-3--00-23-12, 594.00, 816.14, 831.94, 762.35, 682.08, 594.00, 
2025-28-3--00-23-12, 750.86, 803.08, 799.51, 755.46, 737.11, 750.86, 
2025-28-3--00-23-12, 1009.49, 844.36, 883.50, 907.88, 955.02, 1009.49, 
2025-28-3--00-23-12, 1145.73, 904.64, 988.39, 1050.59, 1107.59, 1145.73, 
2025-28-3--00-23-12, 1095.17, 942.74, 1031.10, 1077.34, 1097.65, 1095.17, 
